Przedszkole Samorządowe w Wiśniowej;Wiśniowa 76;Wiśniowa;podkarpackie;Kinder;38-124;172764859;True;;True;
Przedszkole Samorządowe w Woli Zarczyckiej;Wola Zarczycka 147a;Wola Zarczycka;podkarpackie;Kinder;37-311;172417015;True;;True;
Przedszkole Samorządowe w Zagórzu;Wolności 10;Zagórz;podkarpackie;Kinder;38-540;;True;;False;
Przedszkole Samorządowe w Zespole Szkół im. Jana Pawła II;Partyzantów 2;Sokołów Małopolski;podkarpackie;Kinder;36-050;177729165;True;tel.: 530851584;True;
Przedszkole Samorządowe w Zespole Szkół w Nowotańcu;Bukowsko 77;Bukowsko;podkarpackie;Kinder;38-505;134664158;True;;True;
Przedszkole Sióstr Miłosierdzia;Krakowska 1;Przeworsk;podkarpackie;Kinder;37-200;166487958;True;;False;
Przedszkole Sióstr Miłosierdzia im. Matki Bożej od Cudownego Medalika;Pck 1;Rymanów-Zdrój;podkarpackie;Kinder;38-481;134357417;True;;False;
Przedszkole Sióstr Służebniczek;Sokołów Małopolski 268;Sokołów Małopolski;podkarpackie;Kinder;36-052;177725227;True;;False;
Przedszkole Sióstr Służebniczek w Korczynie;ul. Ogrodowa 1;Korczyna;podkarpackie;Kinder;38-420;134354271;True;;False;
Przedszkole Specjalne;Mrowla;Mrowla;podkarpackie;Kinder;36-054;;False;;False;
Przedszkole Specjalne;Smolki 4;Lesko;podkarpackie;Kinder;38-600;134696423;True;;False;
Przedszkole Specjalne;Wyszyńskiego 14;Ropczyce;podkarpackie;Kinder;39-100;172218382;False;;False;
Przedszkole Specjalne nr 12 w Krośnie;Bema 46;Krosno;podkarpackie;Kinder;38-400;134365555;False;;False;
Przedszkole Specjalne nr 16;Piotra Skargi 47;Jasło;podkarpackie;Kinder;38-200;134463467;True;;True;
Przedszkole Specjalne nr 3;Józefa Patryna 11;Strzyżów;podkarpackie;Kinder;38-100;172762620;True;;True;
Przedszkole Terapeutyczne im. ks. Stanisława Fiołka przy Stowarzyszeniu Rodziców i Przyjaciół Osób Niepełnosprawnych "Radość" w Dębicy;Parkowa 10;Dębica;podkarpackie;Kinder;39-200;143000333;False;;False;
Przedszkole w Bliznem;Blizne 123;Blizne;podkarpackie;Kinder;36-221;134305250;True;;True;
Przedszkole w Błażkowej;Brzyska 125;Brzyska;podkarpackie;Kinder;38-212;134460102;True;;False;
Przedszkole w Bobrowej;Nagoszyn 131;Nagoszyn;podkarpackie;Kinder;39-203;146824273;True;;True;
Przedszkole w Bojanowie w Zespole Szkół w Bojanowie;Kolbuszowska 11;Bojanów;podkarpackie;Kinder;37-433;158708519;True;;False;
Przedszkole w Brzostku;Szkolna 9;Brzostek;podkarpackie;Kinder;39-230;146398010;True;;True;
Przedszkole w Brzózie Królewskiej;Brzóza Królewska 484;Brzóza Królewska;podkarpackie;Kinder;37-307;172401212;True;;True;
Przedszkole w Brzyskach;Brzyska 348;Brzyska;podkarpackie;Kinder;38-212;;False;;False;
Przedszkole w Dąbrowie;Trzciana 51;Trzciana;podkarpackie;Kinder;36-071;178514028;True;;False;
Przedszkole w Giedlarowej;Leżajsk 320;Leżajsk;podkarpackie;Kinder;37-300;172425166;True;;True;
Przedszkole w Grębowie;Dolańskich 2;Grębów;podkarpackie;Kinder;39-410;158112827;True;;True;
Przedszkole w Husowie;Husów 451;Husów;podkarpackie;Kinder;37-121;172269129;True;;True;
Przedszkole w Jasienicy Rosielnej;Jasienica Rosielna 223;Jasienica Rosielna;podkarpackie;Kinder;36-220;134306013;True;;False;
Przedszkole w Łące;0 224b;Łąka;podkarpackie;Kinder;36-004;177721267;True;;True;
Przedszkole w Łukawcu;Łąka 423;Łąka;podkarpackie;Kinder;36-004;177715549;True;;False;
Przedszkole w Mazurach;Mazury 128;Raniżów;podkarpackie;Kinder;36-130;172285013;True;;True;
Przedszkole w Nehrybce;Pikulice 188;Pikulice;podkarpackie;Kinder;37-733;166788696;True;;False;
Przedszkole w Nowej Wsi;Nowa Wieś 200;Trzebownisko;podkarpackie;Kinder;36-001;177722154;True;;True;
Przedszkole w Orzechówce;0 5;Jasienica Rosielna;podkarpackie;Kinder;36-220;134306189;True;;False;
Przedszkole w Przyszowie - Zapuściu;Jana Pawła II 64;Bojanów;podkarpackie;Kinder;37-433;;False;;False;
Przedszkole w Pysznicy;Wolności 295;Pysznica;podkarpackie;Kinder;37-403;158410034;True;;True;
Przedszkole w Raniżowie;Wolska 35;Raniżów;podkarpackie;Kinder;36-130;172285042;True;;True;
Przedszkole w Sokolnikach;Sandomierska 80;Gorzyce;podkarpackie;Kinder;39-432;158363551;True;;False;
Przedszkole w Stalach;Tarnobrzeska 5;Tarnobrzeg;podkarpackie;Kinder;39-400;158111346;True;;True;
Przedszkole w Stobiernej;Stobierna 357;Jasionka;podkarpackie;Kinder;36-002;177723838;True;;False;
Przedszkole w Straszęcinie;Straszęcin 115;Straszęcin;podkarpackie;Kinder;39-218;146817410;True;;False;
Przedszkole w Trzcianie;Trzciana 193b;Trzciana;podkarpackie;Kinder;36-071;178514024;True;;True;
Przedszkole w Trzebownisku;Trzebownisko 968;Trzebownisko;podkarpackie;Kinder;36-001;177722453;True;;True;
Przedszkole w Trzebusce;Sokołów Małopolski 196;Sokołów Małopolski;podkarpackie;Kinder;36-050;17 7729 051;True;;False;
Przedszkole w Tuszowie Narodowym;Brak 218;Tuszów Narodowy;podkarpackie;Kinder;39-332;177743748;False;;False;
Przedszkole w Tuszymie;Tuszyma 482;Tuszyma;podkarpackie;Kinder;39-321;175813402;True;;True;
Przedszkole w Woli Raniżowskiej;Wola Raniżowska 325;Wola Raniżowska;podkarpackie;Kinder;36-125;177443514;True;;True;
Przedszkole w Wólce Grodziskiej;Grodzisko Dolne 116b;Grodzisko Dolne;podkarpackie;Kinder;37-306;172436022;True;;False;
Przedszkole w Wróblowej;Wróblowa 36;Brzyska;podkarpackie;Kinder;38-212;;False;;False;
Przedszkole w Wydrzy;Grębów 383;Grębów;podkarpackie;Kinder;39-410;158112866;True;;True;
Przedszkole w Zaczerniu;0 249a;Zaczernie;podkarpackie;Kinder;36-062;178596684;True;;False;
Przedszkole w Zarzeczu;Adama Mickiewicza 45;Nisko;podkarpackie;Kinder;37-400;158411002;True;;True;
Przedszkole w Zespole Szkół;Brak 301;Jasionka;podkarpackie;Kinder;36-002;177723017;True;;True;
Przedszkole w Zespole Szkół w Lubli;Lubla 328;Frysztak;podkarpackie;Kinder;38-130;172778205;True;;False;
Przedszkole w Żołyni;Białobrzeska 230A;Żołynia;podkarpackie;Kinder;37-110;172243078;True;;False;
Przedszkole w Żyrakowie;Brak 77;Żyraków;podkarpackie;Kinder;39-204;146822877;True;;False;
Przedszkole ZG. SS. SŁUŻEBNICZEK NMP NP pw. bł. E. BOJANOWSKIEGO;Orzechowce 62;Orzechowce;podkarpackie;Kinder;37-712;166722396;False;;False;
Przedszkole Zgromadzenia Sióstr Służebniczek NMP NP;Krasiczyn 116;Krasiczyn;podkarpackie;Kinder;37-741;166718062;False;;False;
Przedszkole Zgromadzenia Sióstr Służebniczek NMP NP;Wyszatyce 213;Wyszatyce;podkarpackie;Kinder;37-722;166716878;False;;False;
Przedszkole Zgromadzenia Sióstr Służebniczek NMP NP w Bolestraszycach;Bolestraszyce 138;Wyszatyce;podkarpackie;Kinder;37-722;166716455;False;;False;
Publiczne Przedszkole;Kościuszki 6;Baranów Sandomierski;podkarpackie;Kinder;39-450;158118586;True;;False;
Publiczne Przedszkole;Medynia Głogowska 426;Medynia Głogowska;podkarpackie;Kinder;37-126;177726847;False;;False;
Publiczne Przedszkole;Przewrotne 589;Przewrotne;podkarpackie;Kinder;36-003;178510022;True;;False;
Publiczne Przedszkole;Sandomierska 45;Zaleszany;podkarpackie;Kinder;37-415;158450428;False;;False;
Publiczne Przedszkole;Szkolna 4;Baranów Sandomierski;podkarpackie;Kinder;39-450;158121509;False;;False;
Publiczne Przedszkole;Szkolna 48;Lubaczów;podkarpackie;Kinder;37-600;166321791;True;;False;
Publiczne Przedszkole;Zarzecze 9a;Zarzecze;podkarpackie;Kinder;37-205;166401586;False;;False;
Publiczne Przedszkole im KEN w Zdziechowicach;Zaklików 212;Zaklików;podkarpackie;Kinder;37-470;158738271;False;;False;
Publiczne Przedszkole im. Marszałka Józefa Piłsudskiego w Zespole Szkół w Wyżnem;Wyżne 40;Czudec;podkarpackie;Kinder;38-120;172771033;True;;False;
Publiczne Przedszkole nr 1 im. Marii Konopnickiej w Ropczycach;Wyszyńskiego 18;Ropczyce;podkarpackie;Kinder;39-100;172218416;True;;False;
Publiczne Przedszkole nr 1 w Sędziszowie Małopolskim z Oddziałem Zamiejscowym w Wolicy Ługowej;3 Maja 21;Sędziszów Małopolski;podkarpackie;Kinder;39-120;172216019;False;nie odbiera;False;
Publiczne Przedszkole nr 19;Krzyżanowskiego 20;Rzeszów;podkarpackie;Kinder;35-329;177483334;False;;False;
Publiczne Przedszkole nr 2;Szopena 11;Rzeszów;podkarpackie;Kinder;35-055;177483181;True;;False;
Publiczne Przedszkole nr 2 im. Janusza Korczaka w Sędziszowie Małopolskim;Osiedle Młodych 9;Sędziszów Małopolski;podkarpackie;Kinder;39-120;172216752;True;;False;
Publiczne Przedszkole nr 2 w Kolbuszowej;Obrońców Pokoju 11;Kolbuszowa;podkarpackie;Kinder;36-100;172271878;True;;False;
Publiczne Przedszkole nr 2 w Ropczycach;Armii Krajowej 6;Ropczyce;podkarpackie;Kinder;39-100;172218268;True;;True;
Publiczne Przedszkole nr 27 w Rzeszowie;Budziwojska 154;Rzeszów;podkarpackie;Kinder;35-317;177481600;True;;False;
Publiczne Przedszkole nr 28 w Rzeszowie;Obrońców Poczty Gdańskiej 5;Rzeszów;podkarpackie;Kinder;35-509;177483370;False;;False;
Publiczne Przedszkole nr 3 w Ropczycach;Szkolna 33;Ropczyce;podkarpackie;Kinder;39-100;172218465;True;;False;
Publiczne Przedszkole nr 38;al. Tadeusza Rejtana 28;Rzeszów;podkarpackie;Kinder;35-310;177483440;True;;False;
Publiczne Przedszkole nr 4 w Ropczycach;Robotnicza 48;Ropczyce;podkarpackie;Kinder;39-100;172218408;True;;False;
Publiczne Przedszkole Samorządowe w Golcowej;Domaradz 456;Domaradz;podkarpackie;Kinder;36-230;134304506;False;;False;
Publiczne Przedszkole w Baszni Dolnej;Szkolna 24;Basznia Dolna;podkarpackie;Kinder;37-621;166327007;True;;False;
Publiczne Przedszkole w Białobrzegach;Białobrzegi 32;Białobrzegi;podkarpackie;Kinder;37-114;172255556;True;;False;
Publiczne Przedszkole w Cieszanowie;Jana Iii Sobieskiego 1;Cieszanów;podkarpackie;Kinder;37-611;166311013;False;;False;
Publiczne Przedszkole w Czarnej;Czarna 260;Czarna;podkarpackie;Kinder;37-125;177715235;True;;False;
Publiczne Przedszkole w Czudcu;Starowiejska 8;Czudec;podkarpackie;Kinder;38-120;172771046;True;;False;
Publiczne Przedszkole w Dachnowie;Jarosławska 2;Cieszanów;podkarpackie;Kinder;37-611;;False;;False;
Publiczne Przedszkole w Dąbrowicy;Baranów Sandomierski 203;Baranów Sandomierski;podkarpackie;Kinder;39-450;158118701;True;Poniedziałek do 9:00;False;
Publiczne Przedszkole w Dąbrówkach;Łańcut 211;Łańcut;podkarpackie;Kinder;37-100;172251403;True;;False;
Publiczne Przedszkole w Głogowie Małopolskim;Kardynała Stefana Wyszyńskiego 14;Głogów Małopolski;podkarpackie;Kinder;36-060;178517263;True;;True;
Publiczne Przedszkole w Gnojnicy Dolnej;Gnojnica 268;Gnojnica;podkarpackie;Kinder;39-105;172211023;False;;False;
Publiczne Przedszkole w Górze Ropczyckiej;Góra Ropczycka 1;Sędziszów Małopolski;podkarpackie;Kinder;39-120;177451859;True;;False;
Publiczne Przedszkole w Iwierzycach;Iwierzyce 94;Iwierzyce;podkarpackie;Kinder;39-124;177455943;True;;False;
Publiczne Przedszkole w Jamnicy;Grębów 135;Grębów;podkarpackie;Kinder;39-410;158112804;True;;False;
Publiczne Przedszkole w Jeżowem;Jeżowe 135;Jeżowe;podkarpackie;Kinder;37-430;158794309;False;;False;
Publiczne Przedszkole w Kowalówce;Kowalówka 7;Cieszanów;podkarpackie;Kinder;37-611;;False;;False;
Publiczne Przedszkole w Krzemienicy;Krzemienica 631;Krzemienica;podkarpackie;Kinder;37-127;172247370;True;;False;
Publiczne Przedszkole w Latoszynie;Dębica 23;Dębica;podkarpackie;Kinder;39-200;146969769;False;;False;
Publiczne Przedszkole w Lipie;Szkolna 5;Zaklików;podkarpackie;Kinder;37-470;158739326;True;;False;
Publiczne Przedszkole w Lisich Jamach;Lwowska 45;Lubaczów;podkarpackie;Kinder;37-600;166322175;True;;False;
Publiczne Przedszkole w Lubzine;Lubzina 118;Lubzina;podkarpackie;Kinder;39-102;172212176;False;;False;
Publiczne Przedszkole w Ławnicy;Chorzelów 118;Chorzelów;podkarpackie;Kinder;39-331;177479010;False;;False;
Publiczne Przedszkole w Majdanie Królewskim;Jagiellońska 3;Majdan Królewski;podkarpackie;Kinder;36-110;158471541;True;;False;
Publiczne Przedszkole w Medyni Łańcuckiej;Medynia Głogowska 105;Medynia Głogowska;podkarpackie;Kinder;37-126;177712663;False;;False;
Publiczne Przedszkole w Niemstowie;Cieszanów 76;Cieszanów;podkarpackie;Kinder;37-611;166312005;True;;False;
Publiczne Przedszkole w Nowym Lublińcu;Cieszanów 75;Cieszanów;podkarpackie;Kinder;37-611;166311567;False;końcówka 039 do sekretariatu;False;
Publiczne Przedszkole w Nowym Siole;Cieszanów 103A;Cieszanów;podkarpackie;Kinder;37-611;;True;;False;
Publiczne Przedszkole w Pawłosiowie;0 87;Jarosław;podkarpackie;Kinder;37-500;166219026;True;;False;
Publiczne Przedszkole w Podgrodziu;Dębica 56a;Dębica;podkarpackie;Kinder;39-200;146774119;True;;False;
Publiczne Przedszkole w Pogwizdowie Nowym;Pogwizdów Nowy 252;Zaczernie;podkarpackie;Kinder;36-062;178552295;True;;False;
Publiczne Przedszkole w Przyborowie;Głowaczowa 6c;Grabiny;podkarpackie;Kinder;39-217;146815207;True;;False;
Publiczne Przedszkole w Pustkowie;Pustków 94;Pustków;podkarpackie;Kinder;39-205;146821060;True;;False;
Publiczne Przedszkole w Pustkowie-Osiedlu;Pustków-Osiedle 27C;Pustków-Osiedle;podkarpackie;Kinder;39-206;146815475;True;;False;
Publiczne Przedszkole w Pustyni;Dębica 160;Dębica;podkarpackie;Kinder;39-200;146815468;True;poniedziałek będzie dyrektor 20.09;False;
Publiczne Przedszkole w Rogóżnie;Rogóżno 374;Kosina;podkarpackie;Kinder;37-112;172250530;False;;False;
Publiczne Przedszkole w Roźwienicy;Roźwienica 200;Roźwienica;podkarpackie;Kinder;37-565;166225370;True;;True;
Publiczne Przedszkole w Skrzyszowie;Skrzyszów 98;Ostrów;podkarpackie;Kinder;39-103;177451718;True;;False;
Publiczne Przedszkole w Ślęzakach;Baranów Sandomierski 75;Baranów Sandomierski;podkarpackie;Kinder;39-450;158118709;True;;False;
Publiczne Przedszkole w Wadowicach Górnych;Wadowice Górne 111;Wadowice Górne;podkarpackie;Kinder;39-308;146668684;True;;False;
Publiczne Przedszkole w Widełce;Widełka 622;Widełka;podkarpackie;Kinder;36-145;172274266;True;;False;
Publiczne Przedszkole w Woli Dalszej;Łańcut 189;Łańcut;podkarpackie;Kinder;37-100;172242920;True;;True;
Publiczne Przedszkole w Woli Małej;Łańcut 160;Łańcut;podkarpackie;Kinder;37-100;172253397;True;;True;
Publiczne Przedszkole w Wolicy Piaskowej;Sędziszów Małopolski 76;Sędziszów Małopolski;podkarpackie;Kinder;39-120;177453496;False;nie odbiera;False;
Publiczne Przedszkole w Wysokiej Głogowskiej;Wysoka Głogowska 299;Wysoka Głogowska;podkarpackie;Kinder;36-061;177726316;True;;False;
Publiczne Przedszkole w Zaklikowie;Krzywa 65;Zaklików;podkarpackie;Kinder;37-470;158738451;True;;False;
Publiczne Przedszkole w Zalesiu;Jata 40;Jeżowe;podkarpackie;Kinder;37-430;158796217;True;;True;
Publiczne Przedszkole w Zalesiu;Medynia Głogowska 123;Medynia Głogowska;podkarpackie;Kinder;37-126;177714701;True;;False;
Publiczne Przedszkole w Zawadzie;Dębica 154;Dębica;podkarpackie;Kinder;39-200;146828208;True;poniedziałek;False;
Publiczne Przedszkole w Zespole Szkół im. Jana Pawła II w Babicy;Babica 102;Czudec;podkarpackie;Kinder;38-120;172772737;True;;False;
Publiczne Przedszkole w Zespole Szkół w Zaleszanach;Sandomierska 95;Zaleszany;podkarpackie;Kinder;37-415;158459422;False;;False;
Publiczne Przedszkole Wesoły Ludek;Kościuszki 10;Lesko;podkarpackie;Kinder;38-600;793303909;True;;False;
Publiczne Przedszkole Zgromadzenia Sióstr Felicjanek w Przemyślu;Poniatowskiego 33;Przemyśl;podkarpackie;Kinder;37-700;166782989;True;;False;
Publiczne Samorządowe Przedszkole w Trześni;Trześń 87;Chorzelów;podkarpackie;Kinder;39-331;177742064;True;;True;
Publiczne Samorządowe Przedszkole w Woli Mieleckiej;Mielec 406;Mielec;podkarpackie;Kinder;39-300;;False;;False;
Punkt Przedszkolny "Chatka Puchatka" w Niechobrzu;Niechobrz 679;Niechobrz;podkarpackie;Kinder;36-047;668144855;True;;True;
Punkt Przedszkolny "Gumisiowa Dolina" w Woli Zgłobieńskiej;Zgłobień 140;Zgłobień;podkarpackie;Kinder;36-046;668144855;False;;False;
Punkt Przedszkolny "Kolorowe Przedszkole" w Klimkówce;Zdrojowa 49;Rymanów;podkarpackie;Kinder;38-480;134355393;True;;True;
Punkt przedszkolny "Kraina Krasnoludków" w Racławówce;Niechobrz 215;Niechobrz;podkarpackie;Kinder;36-047;668144855;False;;False;
Punkt Przedszkolny "Kraina Uśmiechu" w Boguchwale;Teodora Lubomirskiego 2;Boguchwała;podkarpackie;Kinder;36-040;668144855;False;;False;
Punkt Przedszkolny "Kubusiowa Polana" w Niechobrzu;Niechobrz 549;Niechobrz;podkarpackie;Kinder;36-047;668144855;False;;False;
Punkt Przedszkolny "Mali Odkrywcy" w Zarzeczu;Zarzecze 133;Zarzecze;podkarpackie;Kinder;36-041;668144855;False;;False;
Punkt przedszkolny "Przedszkole z pasją";Brak 254;Radomyśl nad Sanem;podkarpackie;Kinder;37-455;158453002;False;;False;
Punkt Przedszkolny "Smerfolandia" w Zgłobniu;Zgłobień 71;Zgłobień;podkarpackie;Kinder;36-046;668144855;True;;False;
Punkt Przedszkolny "Tęczowy Zakątek" w Nosówce;Zgłobień 186;Zgłobień;podkarpackie;Kinder;36-046;668144855;True;;False;
Punkt Przedszkolny "Zaczarowany Ołówek" w Mogielnicy;Boguchwała 167;Boguchwała;podkarpackie;Kinder;36-040;668144855;True;;False;
Punkt Przedszkolny Chatka Puchatka;Gać 47;Gać;podkarpackie;Kinder;37-207;;False;;False;
Punkt Przedszkolny Jasia i Małgosi w Chwałowicach;Radomyśl nad Sanem 130;Radomyśl nad Sanem;podkarpackie;Kinder;37-455;158453353;True;;False;
Punkt Przedszkolny Kraina Szczęścia;Jaszczew 286;Jedlicze;podkarpackie;Kinder;38-460;506434540;True;;True;
Punkt Przedszkolny Kraina Uśmiechu;Gać 5a;Gać;podkarpackie;Kinder;37-207;;False;;False;
Punkt Przedszkolny Kubusiowe Przedszkole;Laszki 18A;Laszki;podkarpackie;Kinder;37-543;166285324;True;;False;
Punkt Przedszkolny Leśne Ludki;Korzenica 1;Laszki;podkarpackie;Kinder;37-543;166285009;True;;False;
Punkt Przedszkolny nr 1 w Szkole Podstawowej w Starym Dzikowie;Kościuszki 86;Stary Dzików;podkarpackie;Kinder;37-632;166318130;True;;False;
Punkt Przedszkolny nr 2 w Szkole Podstawowej w Starym Dzikowie;Kościuszki 83;Stary Dzików;podkarpackie;Kinder;37-632;166318130;True;;False;
Punkt Przedszkolny Prusiek;Prusiek 157;Sanok;podkarpackie;Kinder;38-500;134675510;True;;True;
PUNKT PRZEDSZKOLNY przy PUBLICZNEJ SZKOLE PODSTAWOWEJ w KRZĄTCE;Majdan Królewski 27;Majdan Królewski;podkarpackie;Kinder;36-110;;False;;False;
Punkt Przedszkolny przy Publicznej Szkole Podstawowej w Łukawcu;Łukawiec 84;Łukawiec;podkarpackie;Kinder;37-626;166310406;True;;False;
Punkt Przedszkolny przy Publicznej Szkole Podstawowej w Skowierzynie;Zaleszany 13;Zaleszany;podkarpackie;Kinder;37-415;158459427;False;;False;
Punkt przedszkolny przy SF w Tyrawie Solnej;Brak 11;Sanok;podkarpackie;Kinder;38-500;134627232;True;;False;
Punkt Przedszkolny przy Szkole filianej Szkoły Podstawowej w Targowiskach im. św. Jana Kantego z siedzibą w Widaczu;Miejsce Piastowe 120;Miejsce Piastowe;podkarpackie;Kinder;38-430;134353627;False;;False;
Punkt Przedszkolny przy Szkole Podstawowej im. gen. Wł. Sikorskiego w Hyżnem;Hyżne 615a;Hyżne;podkarpackie;Kinder;36-024;172295168;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej im. Marii Konopnickiej w Pisarowcach;Pisarowce 92;Pisarowce;podkarpackie;Kinder;38-533;;False;;False;
Punkt Przedszkolny przy Szkole Podstawowej im. PCK w Dylągówce;Dylągówka 29;Dylągówka;podkarpackie;Kinder;36-025;172295479;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej im. Stanisławy Grelli we Wrocance;Długa 15;Wrocanka;podkarpackie;Kinder;38-455;134311522;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej Łukasiewicza;Sanok 341;Sanok;podkarpackie;Kinder;38-500;134625100;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej nr 17 z Oddziałami Integracyjnymi w Rzeszowie;Bulwarowa 3;Rzeszów;podkarpackie;Kinder;35-051;177482480;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej nr 2 w Rzeszowie;Kamińskiego 12;Rzeszów;podkarpackie;Kinder;35-211;177482310;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej nr 5;Słocińska 4;Rzeszów;podkarpackie;Kinder;35-330;177483640;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej w Borku Starym;Borek Stary 67;Tyczyn;podkarpackie;Kinder;36-020;172298039;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej w Falejówce;Sanok 173;Sanok;podkarpackie;Kinder;38-500;134626403;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej w Kielnarowej;Kielnarowa 53;Tyczyn;podkarpackie;Kinder;36-020;172219344;True;;True;
Punkt Przedszkolny przy Szkole Podstawowej w Matysówce;Matysówka 55;Rzeszów;podkarpackie;Kinder;35-330;172299838;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej w Niebieszczanach;Niebieszczany 492;Niebieszczany;podkarpackie;Kinder;38-504;134675896;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej w Srogowie Górnym;Jurowce 137;Jurowce;podkarpackie;Kinder;38-507;134626411;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej w Trepczy;Sanocka 16;Sanok;podkarpackie;Kinder;38-500;134644551;True;;False;
Punkt przedszkolny przy Szkole Podstawowej w Zalesiu;Zalesie 38;Zalesie;podkarpackie;Kinder;38-423;134315875;True;;False;
Punkt Przedszkolny przy Szkole Podstawowej we Wróbliku Szlacheckim;Szkolna 5;Wróblik Szlachecki;podkarpackie;Kinder;38-483;134358127;True;;False;
Punkt Przedszkolny Samodzielny Maluch;Gać;Gać;podkarpackie;Kinder;37-207;;False;;False;
Punkt Przedszkolny Szkoła Podstawowa w Wierzbnej;Wierzbna 2;Jarosław;podkarpackie;Kinder;37-500;166212632;True;;False;
Punkt Przedszkolny w Budach Głogowskich;Głogów Małopolski 846;Głogów Małopolski;podkarpackie;Kinder;36-060;177897381;True;;False;
Punkt Przedszkolny w Cisnej;Cisna 58;Cisna;podkarpackie;Kinder;38-607;134686327;True;;False;
Punkt Przedszkolny w Horyńcu-Zdroju;Jana Iii Sobieskiego 8;Horyniec-Zdrój;podkarpackie;Kinder;37-620;166313015;True;;True;
Punkt Przedszkolny w Jodłówce;Pruchnik 222;Pruchnik;podkarpackie;Kinder;37-560;166289900;True;;False;
Punkt Przedszkolny w Lutowiskach;Brak 96;Lutowiska;podkarpackie;Kinder;38-713;134610116;True;;False;
Punkt Przedszkolny w Szkole Filialnej w Ułazowie;Ułazów 109;Stary Dzików;podkarpackie;Kinder;37-632;166318206;True;;False;
Punkt Przedszkolny w Szkole Podstawowej nr 1;Bernardyńska 4;Rzeszów;podkarpackie;Kinder;35-069;177482020;True;;False;
Punkt Przedszkolny w Szkole Podstawowej nr 10 w Rzeszowie;Dominikańska 4;Rzeszów;podkarpackie;Kinder;35-077;177482350;True;;False;
Punkt Przedszkolny w Szkole Podstawowej nr 24;Czajkowskiego 11;Rzeszów;podkarpackie;Kinder;35-602;177482570;True;;False;
Punkt Przedszkolny w Szkole Podstawowej nr 28;Solarza 12;Rzeszów;podkarpackie;Kinder;35-118;177482070;True;;False;
Punkt Przedszkolny w Szkole Podstawowej w Cewkowie;Stary Dzików 81;Stary Dzików;podkarpackie;Kinder;37-632;166318201;True;;False;
Punkt Przedszkolny w Szkole Podstawowej w Cieszacinie Wielkim;Jarosław 201;Jarosław;podkarpackie;Kinder;37-500;166219093;True;;True;
Punkt Przedszkolny w Szkole Podstawowej w Kramarzówce;Kramarzówka 98;Pruchnik;podkarpackie;Kinder;37-560;166288032;True;;False;
Punkt Przedszkolny w Werchracie;Werchrata 45;Werchrata;podkarpackie;Kinder;37-622;166313407;True;;False;
Punkt Przedszkolny w Wetlinie;Wetlina 10;Cisna;podkarpackie;Kinder;38-607;13 468 63 27;True;;False;
Punkt Przedszkolny w Wólce Pełkińskiej;Wólka Pełkińska 137b;Wólka Pełkińska;podkarpackie;Kinder;37-511;509 762 368;True;;False;
Samorządowe Przedszkole;Gen. Kustronia 2;Oleszyce;podkarpackie;Kinder;37-630;166315045;True;;False;
Samorządowe Przedszkole nr 2 w Żurawicy;Generała Maczka 1;Żurawica;podkarpackie;Kinder;37-710;166713239;True;;False;
Samorządowe Przedszkole Publiczne nr 1;Rymanowska 15;Sanok;podkarpackie;Kinder;38-500;134631406;True;;True;
Samorządowe Przedszkole Publiczne nr 2;Sadowa 11;Sanok;podkarpackie;Kinder;38-500;134631002;True;;False;
Samorządowe Przedszkole Publiczne nr 3;Podgórze 26;Sanok;podkarpackie;Kinder;38-500;134645340;True;;True;
Samorządowe Przedszkole Publiczne nr 4;Robtnicza 13a;Sanok;podkarpackie;Kinder;38-500;134630090;True;;True;
Samorządowe Przedszkole w Chorkówce im. Baśniowa Kraina;Chorkówka 199;Chorkówka;podkarpackie;Kinder;38-458;570163767;True;;False;
Samorządowe Przedszkole w Dubiecku;Krasickiego 5A;Dubiecko;podkarpackie;Kinder;37-750;166511006;False;;False;
Samorządowe Przedszkole w Dydni;Dydnia 212;Dydnia;podkarpackie;Kinder;36-204;134303253;True;;False;
Samorządowe Przedszkole w Gorzycach;Edukacji Narodowej 3;Gorzyce;podkarpackie;Kinder;39-432;158213270;True;;False;
Samorządowe Przedszkole w Huwnikach;Fredropol 2;Fredropol;podkarpackie;Kinder;37-743;166719456;True;;False;
Samorządowe Przedszkole w Jaszczwi;Jedlicze 333;Jedlicze;podkarpackie;Kinder;38-460;134312212;True;;True;
Samorządowe Przedszkole w Jaślanach;Jaślany 432;Tuszów Narodowy;podkarpackie;Kinder;39-332;175817624;True;;False;
Samorządowe Przedszkole w Jedliczu;Rejtana 38a;Jedlicze;podkarpackie;Kinder;38-460;134222025;True;;False;
Samorządowe Przedszkole w Krościenku Wyżnym;Południowa 11;Krościenko Wyżne;podkarpackie;Kinder;38-422;134315302;True;;False;
